sutra_ref	sutra_id	final_form	dhatu_root	dhatu_meaning	gana	wiki_target	chain
6.4.25	64025	दशति	दंश	दशने	भ्वा०प०		दशति। दंश्+लट्। दंश+तिम्। दंश्+शप्+ति। दंश्+अ+ति। दशति।
6.4.29	64029	अवोद	अव-उपसर्गपूर्वक	उन्दी क्लेदने	रु०प०		अवोद:। अव+उन्द्+घञ्। अव+उन्द्+अ। अव+उद्+अ। अवोद+सु। अवोदः।
6.4.29	64029	एध	त्रिइन्धी	दीप्तौ	रुधा०आ०		एध:। इन्ध्+घञ्। इन्ध्+अ। इध्+अ। एध्+अ। एध+सु। एधः।
6.4.29	64029	ओमः	उन्दी	क्लेदने	रुधा०प०		ओमः। उन्द्+मन्। उन्द्+म। उद्+म। ओद्+म। ओद्+म। ओम+सु। ओद्मः।
6.4.29	64029	प्रश्रथः	प्र-उपसर्गपूर्वक	श्रन्थ मोचनप्रतिहर्षणयोः, सन्दर्भे च	क्रया०प०		प्रश्रथः। प्र+श्रन्थ्+घञ्। प्र+श्रन्थ्+अ। प्र+श्रथ्+अ। प्रश्रथ+सु। प्रश्रयः।
6.4.31	64031	स्कन्त्वा	स्कन्दिर	गतिशोषणयोः	भ्वा०आ०		स्कन्त्वा। स्कन्द्+क्त्वा। स्कन्दु+त्वा। स्कन्त+त्वा। स्कन्+त्वा। स्कन्त्वा।
6.4.32	64032	रङ्क्त्वा	रज	रागे	भ्वा०प०		रङ्क्त्वा। रज्+क्त्वा। रज्ज्+त्वा। रङ्ग्+त्वा। रक्+त्वा। रत्वा।
6.4.32	64032	नंष्ट्वा	णश	अदर्शने	दि०प०		नंष्ट्वा। नश्+क्त्वा। नश्+त्वा। न नुम् श्+त्वा। न न् श्+त्वा। न श्+त्वा। नष्+ट्त्वा। नंष्ट्त्वा।
6.4.34	64034	अन्वशिषत्	अनु-उपसर्गपूर्वक	शासु अनुशिष्टौ	अदा०प०		अन्वशिषत्। अनु+शास्+लुङ्। अनु+अट्+शास्+च्लि+ल्। अनु+अ+ शास्+अङ्+तिप्। अनु+अ+शिष्+अ+त्। अन्वशिषत्।
6.4.34	64034	शिष्ट	पूर्वोक्त	शास्			शिष्ट:। शास् + क्त। शास्+त। शिष्+ट। शिष्ट+सु। शिष्टः।
6.4.34	64034	शिष्वः	पूर्वोक्त	शास्			शिष्वः। शास्+लट्। शास्+वस्। शास्+शप्+वस्। शास्+०+वस्। शिष्+वस्। शिष्वस्। शिष्वरु। शिष्वैर्। शिष्वः।
6.4.39	64039	यन्तिः	यम	उपरमें	भ्वा०प०		यन्तिः। यम्+क्तिच्। यम्+ति। यन्+ति। यन्तिः।
6.4.41	64041	अब्जा	अप्-उपपद	जनी प्रादुर्भावे	दि०आ०		अब्जा:। अप्+जन्+विट्। अप्+जन्+वि। अप्+ज आ+वि। अब्जा+०। अब्जा+सु। अब्जाः।
6.4.41	64041	विजावा	वि-उपसर्गपूर्वक	जनी प्रादुर्भाव	दि०आ०		विजावा। वि+जन्+वनिप्। वि+जन्+वन्। वि+ज आ+वन्। विजावन्+सु। विजावान्+सु। विजावान्+०। विजादा०। विजावा।
6.4.43	64043	जायते	जनी	प्रादुर्भावे	भ्वा०प०		जायते। जन्+लट्। जन्+त। जन्+यक् त। ज आ+य+ते। जायते।
6.4.43	64043	जाजायते	पूर्वोक्त	जन्			जाजायते। जन्+यङ्। ज आ+य। जा+जा+य। ज+जा+य। जाजाय+लट्। जाजाय+त। जाजाय+शप्+त। जाजाय+अ+ते। जाजायते।
6.4.47	64047	भ्रष्टा	भ्रस्ज	पाके	तु०उ०		भ्रष्टा। भ्रस्ज्+तृच्। भ्रस्+तृ। भ्रस्ष्+तृ। भ्रष् ट्+सु। भ्रष्टा।
6.4.47	64047	भी	पूर्वोक्त	भ्रस्ज			भी। भ्रस्तृ च्। भ्रस्+तृ। भ् अ रम् +तृ। भ र ज्+त। भ ++ट्ट। भष्ट्ट+सु। भष्र्टा।
6.4.55	64055	कारयाञ्चकार	डुकृञ्	करणे	तनाउ०		कारयाञ्चकार। कृ+णिच्। कृ+इ। कार+इ। कारि+आम्+लिट्। कार् अय्+आम्+०। कारयाम्। कारयाम्+चकार-कारयाञ्चकार।
6.4.55	64055	गण्डयन्त	गडिँ	वदनैकदेशे	भ्वा०प०	01.0419__गडिँ_वदनैकदेशे	गण्डयन्त:। गडि+णिच्। गड्+इ। गाड्+इ। गड्+इ। ग नुम् ड्+इ। गन्ड्+इ। गण्डि+झच्। गण्डि+अन्त। गण्ड् अय्+अन्त। गण्डयन्त+सु। गण्डयन्तः।
6.4.55	64055	स्पृहयालुः	स्पृह	ईप्सायाम् अकारान्त	चु०उ०		स्पृहयालुः। स्पृह+णिच्। स्पृह+इ। स्पृहि+आलुच्। स्पृह् अय्+आलु। स्पृहयालु+सु। स्पृहयालुः।
6.4.55	64055	स्पृहयाय्यः	स्पृह	ईप्सायाम् अकारान्त	तु०प०		स्पृहयाय्यः। स्पृहि+आय्य। स्पृह् अय्+आय्य। स्पृहयाय+सु। स्पृहयाय्यः।
6.4.55	64055	पोषयिष्णुः	पुष	पुष्टौ	क्रया०प०		पोषयिष्णुः। पुष्+णिच्। पुष्+इ। पोष्+इ। पोषि+इष्णुच्। पोषि+इष्णु। पोष् अय्+इष्णु। पोषयिष्णु+सु। पोषयिष्णुः।
6.4.56	64056	प्रदमय्य	प्रथम	प्र-उपसर्गपूर्वक भिदिर् विदारणे	रुधा०प०		प्रदमय्य। प्र-उपसर्गपूर्वक 'दमु उपशमें' (दि०प०) धातु से पूर्ववत्। (४) प्रशमय्य। प्र-उपसर्गपूर्वक 'शमु उपशमें' (दि०प०) धातु से पूर्ववत्। (५) सन्दमय्य। सम्-उपसर्गपूर्वक 'दमु उपशमें' (दि०प०) धातु से पूर्ववत्। (६) प्रबेभिदय्य। प्र+बेभिद्य+ णिच्। प्र+बेभिद्य् + इ। प्रबेभिदि + क्त्वा। प्रबेभिदि+ल्यप्। प्रबेभिदि+य। प्रबेभिद् अय्+य। प्रबेभिदय्य+सु। प्रबेभिदय्य+०। प्रबेभिदय्य।
6.4.60	64060	आक्षीणः	आङ्-उपसर्गपूर्वक	क्षि क्षये और क्षि निवासगत्योः	स्वा०प०		आक्षीणः। आड्+क्षि+क्त। आ+क्षि+त। आ+क्षी+न। आ+क्षी+ण। आक्षीण+सु। आक्षीणः।
6.4.61	64061	क्षीणः	क्षि	क्षये	भ्वा०प०		क्षीणः। क्षि+क्त। क्षि+त। क्षी+न। क्षीण+सु। क्षीणः।
6.4.61	64061	क्षीणकः	क्षीण	शब्द			क्षीणकः। क्षीण+क। क्षीणक+सु। क्षीणकः।
6.4.62	64062	चायिष्यते	चिञ्	चयने इस अजन्त	स्वा०उ०		चायिष्यते। चि+लृट्। चि+ल। चि+स्य+त। चि+इट्+स्य+त। चै+इ+स्य+त। चाय्+इ+ष्य+ते। चायिष्यते।
6.4.62	64062	अचायिष्यत	पूर्वोक्त	चि			अचायिष्यत। चि+लुङ्। अट्+चि+ल्। अ+चि+स्य+त। अ+चि+इट्+स्य+त। अ+चै+इ+स्य+त। अ+चाय+इ+ष्य+त। अचायिष्यत।
6.4.62	64062	दायिष्यते	डुकृञ्	दाने इस अजन्त	जु०उ०		दायिष्यते। दा+लुट्। दा+ल। दा+स्य+त। दा+इट्+स्य+त। दा+युक्+इ+ स्य+त। दा+य्+इ+ष्य+ते। दायिष्यते।
6.4.62	64062	शामिष्यते	प्रथम	शमु उपशमें	दि०प०		शामिष्यते। शम्+ णिच्। शम्+इ। शाम्+इ+शामि। शामि॥ शमि+लृट्। शमि+ल्। शमि+स्य+त। शमि+इट्+स्य+त। शम्०+इ+ष्य+ते। शाम्+इ+ष्य+ते। शामिष्यते।
6.4.62	64062	अचायिषाताम्	पूर्वोक्त	चि			अचायिषाताम्। चि+लुङ्। अट्+चि+चिल+ल्। अ+चि+सिच्+आताम्। अ+चि+इट्+स्+आताम्। अ+चै+इ+ष्+आताम्। अ+चाय्+इष्+आताम्। अचायिषाताम्।
6.4.62	64062	चायिषीष्ट	पूर्वोक्त	चि			चायिषीष्ट। चि+लिङ्। चि+सीयुट्+ल्। चि+सीय्+त। चि+सीय्+सुट्+त। चि+इट् + सी० + स् +त। चै+इ+सी+ष्+ट। चाय्+इ+षी+ष्+ट। चायिषीष्ट।
6.4.62	64062	चायिता	पूर्वोक्त	चि			चायिता। चि+लुट्। चि+ल् | चि+त | चि+तासि+त। चि+तास्+डा। चि+इट्+तास्+आ। चि+इ+त्+आ। चै+इ+त्+आ। चाय्+इ+त्+आ। चायिता।
6.4.66	64066	दीयते	डुदाञ्	दाने घु-संज्ञक	जु०प०		दीयते। दा+लट्। दा+ल। दा+त। दा+यक्+त। दा+य+त। द् ई+य+ते। दीयते।
6.4.66	64066	देदीयते	डुदान	दाने घु-संज्ञक	जु०उ०		देदीयते। दा+यङ्। दा+य। दुई+य। दीय-दीय। दी-दीय। दिदीय। देदीय॥ देदीय+लट्-देदीयते।
6.4.71	64071	अकार्षीत्	डुकृञ्	करणे	तना०उ०		अकार्षीत्। कृ+लुङ्। अट्+कृ+ल। अ+कृ+चिल+ल। अ+कृ+ सिच्+तिप्। अ+कृ+स्+ति। अ+का+स्+त्। अ+का+स्+ईट्+त्। अ+का++ई+त्। अकार्षीत्।
6.4.71	64071	अकरोत्	पूर्वोक्त	कृ			अकरोत्। कृ+लङ्। अट्+कृ+ल। अ+कृ+तिम्। अ+कृ+उ+ति। अ+कर+उ+त्। अ+कर+ओ+त्। अकरोत्।
6.4.71	64071	अकरिष्यत्	पूर्वोक्त	कृ			अकरिष्यत्। कृ+लुङ्। अट्+कृ+ल। अ+कृ+स्य+तिम्। अ+कृ+इट्+स्य+ति। अ+कृ+इ+स्य+त्। अ+कर+इ+ष्य+त्। अकरिष्यत्।
6.4.72	64072	ऐक्षिष्ट	ईक्षँ	दर्शने	भ्वा०प०	01.0694__ईक्षँ_दर्शने	ऐक्षिष्ट। ईक्ष+लुङ्। आट्+ईक्ष् ल्। आ+ईश्+च्लि+ल। आ+ईक्ष+ सिच्+त। आ+ईश्+स्+त। आ+ईक्ष+इट्+स्+त। आ+ईश्+इ++ट। ऐक्षिष्ट।
6.4.72	64072	ऐक्षिष्यत	ईक्षँ	दर्शने	भ्वा०आ०	01.0694__ईक्षँ_दर्शने	ऐक्षिष्यत। ईक्ष् + लृङ्। आट्+ईक्ष्+ल्। आ+ईश्+स्य+त। आ+ईक्ष्+इट्+ स्य+त। आ+ईश्+इ+ष्य+त। ऐक्षिष्यत।
6.4.73	64073	आव	वृञ्	वरणें	स्वा० उ०		आव:। वृ+लुङ्। आट्+वृ+ल्। आ+वृ+च्लि+ल्। आ+वृ+लि+तिप्। आ+वृ+०+ति। आ+वर्+त्। आ+वर्+०। आवः।
6.4.73	64073	आनक्	णश	अदर्शने	दि०प०		आनक्। नश्+लुङ्। आट्+नश्+ल्। आ+नश्+च्लि+ल्। आ+नश्+लि+तिप्। आ+नश्+०+ति। आ+नश्+त्। आ+नश्+०। आ+नक्। आनक्।
6.4.73	64073	आयुनक्	युजिर्	योगें	रुधा०प०		आयुनक्। युज्+लङ्। आट्+युज्+ल्। आ+युज् + तिप्। आ+यु श्नम् ज्+ति। आ+युनज्+त्। आयुनज्+0। आयुनग्। आयुनक्।
6.4.75	64075	जनिष्ठाः	जनी	प्रादुर्भावे	दि०आ०		जनिष्ठाः। जन्+लुङ्। जन्+ल। जन्+च्लि+ल। जन्+सिच्+थास्। जन्+इट्+स्+थास्। जन्+इ++ठास्। जनिष्ठाः।
6.4.75	64075	ऊनयी	ऊन	परिहाणे	चु०प०		ऊनयी:। ऊन+णिच्। उन्+इ। ऊनि+लुङ्। ऊनि+ल। ऊनि+च्ल्+िल। ऊनि+सिच्+ सिप्। ऊनि+इट्+स्+ईट्+स्। ऊनि+इ+o+ई+स्। उने+ई+रु। ऊनय+ ई+र्। ऊनयी:।
6.4.75	64075	अवाप्सुः	डुवपँ	बीजसन्ताने बीजसन्ताने गर्भाधाने छेदने बीजतन्तुसन्ताने मुण्डबीजोप्त्योः वपने घर्षणे तन्तुनिर्माणे च	भ्वा०उ०	01.1158__डुवपँ_बीजसन्ताने_बीजसन्ताने_गर्भाधाने_छेदने_बीजतन्तुसन्ताने_मुण्डबीजोप्त्योः_वपने_घर्षणे_तन्तुनिर्माणे_च	अवाप्सुः। वप्+लुङ्। अट्+व+ल। अ+वप्+लि+ल। अ+वप्+सिच्+झि। अ+वप्+स्+जुस्। अ+वाप्+स्+उस्। अवाप्सुः।
6.4.75	64075	अभित्था	भिदिर	विदारणे	रुधा०प०		अभित्था:। भिद्+लुङ्। अट्+भिद्+ल। अ+भिद्+च्लि+ल। अ+भिद्+ सिच्+थास्। अ+भिद्+स्+थास्। अ+भिद्+o+थास्। अ+भित्+थास्। अभित्थाः।
6.4.76	64076	दधे	इधान	धारणपोषणयोः	जु० उ०		दधे। धा+लिट्। धा+ल। धा+झ। धा+इरेच्। धा+इरे। धा+रे। धo+रे। धा-धा+रे। ध-धा+रे। द-ध्-रे। दधे।
6.4.77	64077	आप्नुवन्ति	आप्लु	व्याप्तौ	रु०प०		आप्नुवन्ति → आप + लट् → आप् + ल् → आप् + अनु + झि → आप + नु + अन्ति → आप् + न् उवड् + अन्ति → आप् + न् उव् + अन्ति ⇒ आप्नुवन्ति ॥
6.4.77	64077	चिक्षियतुः	क्षि	क्षये	भ्वा०प०		चिक्षियतुः। क्षि+लिट्। क्षि+ल। क्षि+तस्। क्षि+अतुस्। क्षि-क्षि-अतुस्। कि-क्षि-अतुस्। चि-क्षि+अतुस्। चि-क्ष् इयङ्+अतुस्। चि+क्ष् इय्+अतुस्। चिक्षियतुः।
6.4.77	64077	नियौ	‘णीज्ञ	प्रापणे			नियौ। नी+औ। न् इयङ्+औ। न इय्+औ। नियौ।
6.4.77	64077	ध्रुवौ	धू	शब्द			ध्रुवौ। भ्रू+औ। भ्र उवड्+औ। भ्रू उव्+औ। ध्रुवौ।
6.4.78	64078	स	इषु	इच्छायाम्	भ्वा०प०		स इयेष। इष्+लिट्। इष्+ल्। इष्+तिम्। इष्+णल्। एष्+अ। इष्-इष्+अ। इ-एष्+अ। इयङ्-एष्+अ। इय्-एष्+अ। इयेष।
6.4.78	64078	इयर्ति	ऋ	गतौ	जु०प०		इयर्ति। ऋ+लट्। ऋ+ल। ऋ+शप्+ति। ऋ+o+ति। ऋ-ऋ+ति। अर्-ऋ+ति। अ-ऋ+ति। इ+अर्+ति। इयङ्-अर+ति। इय्-अर्+ति। इयर्ति।
6.4.80	64080	स्त्रीम्	स्त्री	शब्द			स्त्रीम्। स्त्री+अम्। स्त्री+०म्। स्त्रीम्।
6.4.82	64082	उन्न्यौ	णीञ्	प्रापणे	भ्वा०उ०	01.1049__णीञ्_प्रापणे	उन्न्यौ। उत्+नी+औ। उत्+न् य+औ। उन्न्यौ।
6.4.87	64087	जुहति	हु	दानादनयोः, आदाने चेत्येके	जु०प०		जुहति। हु+लट्। हु+ल। हु+झि। हु+शप्+झि। हु+o+झि। हु-हु+अत् इ। झु-हु+अति। जु-ह+अति। जुह्वति।
6.4.87	64087	सुन्वन्ति	पुत्र	अभिषवे	स्वा०उ०		सुन्वन्ति। सु+लट्। सु+ल। सु+झि। सु+श्नु+अन्ति। सु+नु+अन्ति। सु+न् उ+अन्ति। सु+न् व्+अन्ति। सुन्वन्ति।
6.4.89	64089	निगृहति	नि-उपसर्गपूर्वक	गुहू संवरणे	भ्वा०उ०		निगृहति। नि+गुह+लट्। नि+गुह+ल। नि+गुह्+शप्+तिप्। नि+गुह+अ+ति। नि+गोह+अ+ति। नि+गूह+अ+ति। निगृहति।
6.4.93	64093	अशमि	प्रथम	शमु उपशमे	दि०प०		अशमि। शम्+णिच्। शम्+इ। शाम्+इ। शामि। शमि+लुङ्। अट्+शमि+ल। अ+शमि+च्लि+ल। अ+शमि+चिण्+तिम्। अ+शम्+इ+त्। अ+शम्+ इ+01 अशमि।
6.4.93	64093	शमंशमम्	शमु	उपशमे			शमंशमम्। शम्+णिच्। शम्+इ। शाम्+इ। शमि+णमुल्। शामि+अम्। शम्+अम्। शमम्। शमंशमम्।
6.4.94	64094	द्विषन्तपः	प्रथम	तप सन्तापे	भ्वा०प०		द्विषन्तपः। तप्+णिच्। तप्+इ। तापि॥ द्विष्त्+तापि+खच्। द्विष्त्+तापि+अ। द्विषत्+तपि+अ। द्विष मुम्त्+तप्+अ। द्विषम्त्+तप्+अ। द्विषम्+तप+अ। द्विषन्तप+सु। द्विषन्तपः।
6.4.97	64097	छदिः	छद	अपवारणे इस णिजन्त	चु०प०		छदिः। छादि+इसि। छादि+इस्। छाद्+इस्। छद्+इस्। छदिस्+सु। छदिस्+०। छदिः।
6.4.97	64097	छद्म	पूर्वोक्त	णिजन्त छादि			छद्म। छादि+मनिन्। छादि+मन्। छाद्+मन्। छद्+मन्। छद्मन्+सु। छद्मन्+०। छद्मन्। छद्म।
6.4.97	64097	छत्रम्	पूर्वोक्त	णिजन्त छादि			छत्रम्। छादि+ष्टन्। छादि+बन्। छाद्+त्र। छद्+त्र। छत्+त्र। छत्र+सु। छत्रम्।
6.4.97	64097	धामच्छत्	धाम-उपपद	पूर्वोक्त छकारादि छादि			धामच्छत्। धाम+छादि-क्विप्। धाम+छादि+ति। धाम+छादि+०। धाम+छाद्+०। धाम+छद्+०। धाम+तुक्+छद्+०। धाम+च+छत्+0। धामच्छत्।
6.4.98	64098	जग्मतुः	गम्लृ	गतौं	भ्वा०प०		जग्मतुः। गम्+लिट्। गम्+ल्। गम्+तस्। गम्+अतुस्। ग्म्+अतुस्। गम्-ग्म्+अतुस्। ग-गम्+अतुस्। ज-ग्म्+अतुस्। जग्मतुः।
6.4.98	64098	जज्ञे	जनी	प्रादुर्भाव	दि०प०		जज्ञे। जन्+लिट्। जन्+ल्। जन्+त। जन्+एश्। ज्न्+ए। जन्-जून्+ए। ज+ञ्+ए। जज्ञे।
6.4.98	64098	जक्षतुः	अद	भक्षणे	अदा०प०		जक्षतुः। अद्+लिट्। अद्+ल्। घस्+ल्। घस्+तस्। घ्स्+अतुस्। घस्-घस्+अतुस्। घ- घ्स्+अतुस्। ज+ष्+अतुस्। जक्षतुः।
6.4.100	64100	सन्धिः	अद	भक्षणे	अदा०प०		सन्धिः। अद्+क्तिन्। अद्+ति। घस्तृ+ति। घस्+ति। घ्स्+ति। घ्+ति। ग्+धि। ग्धि+सु। समाना ग्धरिति-सन्धिः।
6.4.100	64100	बब्धाम्	भस	भर्त्सनदीप्त्योः	जु०प०		बब्धाम्। भस्+लोट्। भस्+ल। भस्+तस्। भस्+ताम्। भस्+शप्+ताम्। भस्+o+ताम्। भस्-भस्-ताम्। भ-भस्+ताम्। भ-भस्+धाम्। भ-पस्-धाम्। भ-प्०+धाम्। भ-ब्+धाम्। ब-ब्+धाम्। बब्धाम्।
6.4.100	64100	बप्सति	पूर्वोक्त	भस्			बप्सति। भस्+लट्। भस्+ल। भस्+झि। भस्+शप्+झि। भस्+o+झि। भस्-भस्+अति। भ-भस्+अति। भ-भस्+अति। भ-प्स्+अति। बप्स्+अति। बप्सति।
6.4.101	64101	जुहुधि	हु	दानादनयोः, आदाने चेत्येके	जु०प०		जुहुधि। हु+लोट्। हु+ल। हु+सिप्। हु+शप्+सि। हु+o+सि। हु-हु+सि। हु-हु+हि। हु-हु+धि। झु-हु+धि। जु-हु+धि। जुहुधि।
6.4.101	64101	भिन्द्धि	भिदिर्	विदारणे	रुधा०प०		भिन्द्धि। भिद्+लोट्। भिद्+ल्। भिद्+सिम्। भि नम् द्+सि। भिनद्+हि। भिन्द्+धि। भिन्द्धि।
6.4.102	64102	श्रुधि	श्रु	श्रवणे	भ्वा०प०	01.1092__श्रु_श्रवणे	श्रुधि। श्रु+लोट्। श्रु+ल। श्रु+शप्+सिम्। श्रु+o+सि। श्रु+हि। श्रु+धि। श्रुधि।
6.4.102	64102	शृणुधि	पूर्वोक्त	श्रु			शृणुधि। श्रु+लोट्। श्रु+ल्। श्रु+सिप्। श्रु+श्नु+सि। शृ+नु+हि। शृ+नु+धि | शृ+णु+धि। शृणुधि।
6.4.102	64102	पूर्धि	पॄ	पालनपूरणयोः	क्रया०प०		पूर्धि। पृ+लोट्। पृ+ल्। पृ+सिप्। पृ+शप्+सि। पृ+0+सि। पृ+हि। पृ+धि। पुर्+धि। पूर्+धि। पूर्धि।
6.4.103	64103	रारन्धि	रमु	क्रीडायाम्	भ्वा०आ०		रारन्धि। रम्+लोट्। रम्+ल। रम्+सिप्। रम्+शप्+सि। रम्+o+सि। रम्-रम्+सि। र-रम्+धि। रा-रम्+धि। रारन्धि।
6.4.103	64103	प्रयन्धि	यमँ	उपरमे	भ्वा०प०	01.1139__यमँ_उपरमे	प्रयन्धि। प्र+यम्+लोट्। प्र+यम्+ल। प्र+यम्+सिप्। प्र+यम्+शप्+सि। प्र+यम् +o+सि। प्र+यम्+धि। प्रयन्धि।
6.4.103	64103	युयोधि	यु	मिश्रणेऽमिश्रणे च	अदा०प०		युयोधि। यु-लोट्। यु+ल। यु+सिप्। यु+शप्+सि। यु+o+सि। यु-यु+o+धि। यु-यु+धि। यु-यो+धि। युयोधि।
6.4.107	64107	सुन्वः	पुन	अभिषवें	स्वा०उ०		सुन्वः। सु+लट्। सु+ल। सु+वस्। सु+अनु+वस्। सु+नु+वस्। सु+न्+वस्। सुन्वस्। सुन्वः।
6.4.113	64113	लुनीते	लू	छेदने	क्रया उ०		लुनीते। लू+लट्। लू+ल। लू+त। लू+श्ना+त। लू+ना+त। लू+न् ई+ते। लुनीते।
6.4.113	64113	मिमीते	माङ्	माने	जु०आ०		मिमीते। मा+लट्। मा+ल। मा+त। मा+शप्+त। मा+o+त। मा-मा+त। मा-मई+त। मि-मी+ते। मिमीते।
6.4.120	64120	रेणतुः	रण	शब्दार्थः	भ्वा०प०		रेणतुः। रण्+लिट्। रण्+ल्। रण्+तस्। रण्+अतुस्। रण्-रण्+अतुस्। ०+रण्+अतुस्। रेण्+अतुस्। रेणतुस्। रेणतुः।
6.4.121	64121	पेचिथ	डुपचष्	पाके	भ्वा०उ०		पेचिथ। पच्+लिट्। पच्+ल। पच्+सिप्। पच्+थल्। पच्+इट्+थल्। पच-पच्+इ+थ। ०-पेच्+इ+थ। पेच्+इ+थ। पेचिथ।
6.4.122	64122	तेरतुः	तृ	प्लवनसन्तरणयो	भ्वा०प०		तेरतुः। तृ+लिट्। तृ+ल। तृ+तस्। तृ+अतुस्। तृ-तृ+अतुस्। तृ-तर्+अतुस्। ०-तेर+अतुस्। तेरतुस्। तेरतुः।
6.4.122	64122	त्रेपे	त्रपूष्	लज्जायाम्	भ्वा०आ०		त्रेपे। त्रप्+लिट्। त्रप्+ल्। त्रप्+त। त्रप्+एश्। त्रप्-त्रप्+ए। ०-त्रेप्+ए। प्+ए। त्रेपे।
6.4.124	64124	जेरतुः	ज़	वयोहानौ	क्रया०प०		जेरतुः। न+लिट्। +ल। नृ+तस्। जु+अतुस्। जु-जू+अतुस्। ०-+अतुस्। जे+अतुस्। जेर+अतुस्। जेरतुस्। जेरतुः।
6.4.125	64125	फेणतुः	फणँ	गतिदीप्त्योः	भ्वा०प०	01.0955__फणँ_गतिदीप्त्योः	फेणतुः। फण्+लिट्। फण्+ल। फण्+तस्। फण्+अतुस्। फण्-फण्+अतुस्। ०+फेण+अतुस्। फेणतुस्। फेणतुः। -
6.4.126	64126	विशशसतुः	वि-उपसर्गपूर्वक	शसु हिंसायाम्	भ्वा०प०		विशशसतुः। वि+शस्+लिट्। वि+शस्+ल। वि+शस्+तस्। वि+शस्+अतुस्। वि+शस्-शस्+अतुस्। वि+श-शस्+अतुस्। विशशतुस्। विशशसतुः।
6.4.127	64127	अर्वन्तौ	अर्वन्	प्रातिपदिक	७।१७०		अर्वन्तौ। अर्वन्+औ। अर्वतृ+औ। अर्वत्+औ। अर्व नुम् त्+औ। अर्वन्त्+औ। अर्वन्तौ।
6.4.127	64127	अर्वती	अर्वन्	शब्द			अर्वती। अर्वन्+ङीप्। अर्वतृ+ई। अर्वत्+ई। अर्वती+सु। अर्वती।
6.4.127	64127	आर्वतम्	‘अर्वन्	शब्द			आर्वतम् | अर्वन्+अण्। अर्वतृ+अ। आर्वत्+अ। आर्वत + सु। अर्वतम्।
6.4.130	64130	द्विपदिका	प्रथम	द्विपाद			द्विपदिका। द्विपाद+वुन्। द्विपाद+अक। द्विपाद्+अक। द्विपत्+अक। द्विपदक+टाप्। द्विपदक+आ। द्विपदिका+सु। द्विपदिका॥
6.4.130	64130	वैयाघ्रपद्य	प्रथम	व्याघ्र और पाद			वैयाघ्रपद्य:। व्याघ्र+पाद। व्याघ्रपाद् ॥ व्याघ्रपाद्+यञ्। व्यघ्रपाद्+य। वैयाघ्रपाद्+य। वैयाघ्रपत्+य। वैयाघ्रपद्य+सु। वैयाघ्रपद्यः। _
6.4.131	64131	विदुषः	विद	ज्ञाने	अदा०प०		विदुषः। विद्+लट्। विद्+त्। विद्+शतृ। विद्+अत्। विद्+शप्+अत्। विद्+o+अत्। विद्+वसु। विद्+वस्। विद्वस्+शस्। विद्वस्+अस्। विद् उ अ स्+अस्। विद् उस्+अस्। विद् उष्+अस्। विदुष्+अस्। विदुषस्। विदुषः।
6.4.131	64131	पेचुषः	डुपचष्	पाकें	भ्वा० उ०		पेचुषः। पच्+ लिट्। पच्+ल्। पच्+क्वसु। पच्+वस्। पच्-पच्+वस्। ०-पेच्+वस्। पेच्+वस्+शस्। पेच्+उ अस्+अस्। पेच्+उस्+अस्। पेचुष्+अस्। पेचुषस्। पेचुषः।
6.4.133	64133	शुन	श्वन्	शब्द			शुन:। श्वन्+शस्। श्वन्+अस्। श उ अन्+अस्। श उन्+अस्। शुनस्। शुनः।
6.4.134	64134	राज्ञः	राजन्	शब्द			राज्ञः। राजन्+शस्। राजन्+अस्। राज्न्+अस्। राज्+अस्। राजस्। राज्ञः।
6.4.135	64135	औक्षणः	उक्षन्	शब्द			औक्षणः। उक्षन्+अण्। औक्षन्+अ। औक्ष्न्+अ। औक्षण+। औक्ष्ण+सु। औक्ष्णः।
6.4.138	64138	दधीच	अन्चुँ	गतिपूजनयोः	भ्वा०प०	01.0215__अन्चुँ_गतिपूजनयोः	दधीच:। दधि+अञ्चु+क्विन्। दधि+अञ्च्+वि। दधि+अच्+वि। दधि+अच्+०। दधी+अच्+० ॥ दधि+अच्+शस्। दधि+अच्+अस्। दधि+०च्+अस्। दधी+च+अस्। दधीचस्। दधीच:।
6.4.140	64140	कीलालप	कीलाल-उपपद	पा पाने	भ्वा०प०		कीलालप:। कीलाल+पा+विच्। कीलाल+पा+वि। कीलाल+पा+०। कीलालपा॥ कीलालपा+शस्। कीलालपा+अस्। कीलालप्०+अस्। कीलालपस्। कीलालप:।
6.4.142	64142	विंशकः	विंशति	शब्द			विंशकः। विशति+डुवुन्। विशति+वु। विशति+अक। विंश०अक। विंशक+सु। विंशकः।
6.4.143	64143	कुमुद्वान्	कुमुद	शब्द	दि०आ०		कुमुद्वान्। कुमुद ड्मतुप्। कुमुद+मत्। कुमुद्+मत्। कुमुद्+वत्। कुमुद्वत्+सु। कुमुद्वान्।
6.4.143	64143	त्रिंशकः	त्रिशत्	शब्द			त्रिंशकः। त्रिंशत्+डुवुन्। त्रिंशत्+वु। त्रिंशत्+अक। त्रिंश्o+अक। त्रिंशक+सु। त्रिंशकः।
6.4.145	64145	व्यहः	प्रथम	द्वि और अहन			व्यहः। द्वयहन्+टच्। द्वयहन्+अ। यह+अ। व्यह+सु। व्यहः।
